Name,Profile URL,Keywords Found
"Adamovich, Igor",https://engineering.osu.edu/people/adamovich.1,technology
"Agarwal, Gunjan",https://engineering.osu.edu/people/agarwal.60,technology
"Ahmad, Rizwan",https://engineering.osu.edu/people/ahmad.46,technology
"Ahmed, Qadeer",https://engineering.osu.edu/people/ahmed.358,"machine learning, cybersecurity"
"Ahn, Benjamin",https://engineering.osu.edu/people/ahn.383,technology
"Akbar, Sheikh",https://engineering.osu.edu/people/akbar.1,technology
"Aksun Guvenc, Bilin",https://engineering.osu.edu/people/aksunguvenc.1,control systems
"AL-Baghdadi, Ahmed",https://engineering.osu.edu/people/al-baghdadi.3,"machine learning, software, data mining, data"
"Alexandrov, Boian",https://engineering.osu.edu/people/alexandrov.1,"technology, programming"
"Allen, Ted",https://engineering.osu.edu/people/allen.515,data
"Anderson, Betty Lise",https://engineering.osu.edu/people/anderson.67,technology
"Anderson, Peter",https://engineering.osu.edu/people/anderson.1,technology
"Ansari, Iman",https://engineering.osu.edu/people/ansari.99,technology
"Arafin, Shamsul",https://engineering.osu.edu/people/arafin.1,technology
"Atiq, Syedah Zahra",https://engineering.osu.edu/people/atiq.2,"technology, computing, programming"
"Atkinson, Chris",https://engineering.osu.edu/people/atkinson.284,technology
"Bassily, Raef",https://engineering.osu.edu/people/bassily.1,"machine learning, data"
"Bayraksan, Guzin",https://engineering.osu.edu/people/bayraksan.1,"computing, programming, data"
"Benatar, Avi",https://engineering.osu.edu/people/benatar.1,technology
"Berger, Paul R.",https://engineering.osu.edu/people/berger.143,technology
"Berger-Wolf, Tanya",https://engineering.osu.edu/people/berger-wolf.1,"software, big data, data"
"Best, Kelsea",https://engineering.osu.edu/people/best.309,"machine learning, data"
"Bihari, Thomas",https://engineering.osu.edu/people/bihari.5,"technology, data"
"Bojja Venkatakrishnan, Shaileshh",https://engineering.osu.edu/people/bojjavenkatakrishnan.2,"technology, machine learning, networking, data"
"Bons, Jeffrey",https://engineering.osu.edu/people/bons.2,technology
"Brillson, Leonard",https://engineering.osu.edu/people/brillson.1,technology
"Brocanelli, Marco",https://engineering.osu.edu/people/brocanelli.1,"computing, augmented reality, autonomous systems, control systems"
"Brown, Jonathan",https://engineering.osu.edu/people/brown.4972,"computing, programming, virtual reality"
"Brunelli, Nick",https://engineering.osu.edu/people/brunelli.2,technology
"Byna, Suren",https://engineering.osu.edu/people/byna.1,"technology, computing, data"
"Cao, Raymond",https://engineering.osu.edu/people/cao.152,technology
"Carberry, Adam",https://engineering.osu.edu/people/carberry.22,technology
"Carrel, Andre",https://engineering.osu.edu/people/carrel.20,data
"Casado, Ana",https://engineering.osu.edu/people/casado.1,programming
"Champion, Adam",https://engineering.osu.edu/people/champion.17,networking
"Chao, Wei-Lun",https://engineering.osu.edu/people/chao.209,"machine learning, computer vision, data"
"Chen, Chen",https://engineering.osu.edu/people/chen.8018,data
"Chen, Jian",https://engineering.osu.edu/people/chen.8028,virtual reality
"Chen, Zhenhua",https://engineering.osu.edu/people/chen.7172,"technology, software, big data, data"
"Childers, Rachel",https://engineering.osu.edu/people/childers.73,data
"Choi, Bryan",https://engineering.osu.edu/people/choi.1399,"technology, software, data"
"Choudhary, Manoj",https://engineering.osu.edu/people/choudhary.91,technology
"Clark, Jennifer",https://engineering.osu.edu/people/clark.3550,technology
"Clark, Jordan",https://engineering.osu.edu/people/clark.1217,technology
"Clingan, Paul",https://engineering.osu.edu/people/clingan.3,software
"Coifman, Benjamin",https://engineering.osu.edu/people/coifman.1,data
"Conway, Daniel",https://engineering.osu.edu/people/conway.362,technology
"Cooper, Stuart",https://engineering.osu.edu/people/cooper.1682,technology
"Cruse, Andrew",https://engineering.osu.edu/people/cruse.40,technology
"Daehn, Glenn",https://engineering.osu.edu/people/daehn.1,technology
"Davis, John",https://engineering.osu.edu/people/davis.6345,technology
"Dickman, Melanie",https://engineering.osu.edu/people/dickman.49,technology
"Dreher, Matt",https://engineering.osu.edu/people/dreher.60,"technology, virtual reality"
"Du, Lin",https://engineering.osu.edu/people/du.1093,technology
"Duan, Lian",https://engineering.osu.edu/people/duan.322,"technology, computing, data"
"Dupaix, Rebecca",https://engineering.osu.edu/people/dupaix.1,technology
"Etienne, Harley",https://engineering.osu.edu/people/etienne.21,"technology, data"
"Fan, Liang-Shih",https://engineering.osu.edu/people/fan.1,technology
"Farson, Dave",https://engineering.osu.edu/people/farson.4,control systems
"Fayed, Ayman",https://engineering.osu.edu/people/fayed.1,"technology, signal processing, data"
"Flowers, Benjamin",https://engineering.osu.edu/people/flowers.387,technology
"Fosler-Lussier, Eric",https://engineering.osu.edu/people/fosler-lussier.1,"natural language processing, signal processing"
"Fraser, Hamish",https://engineering.osu.edu/people/fraser.3,technology
"Furterer, Sandy",https://engineering.osu.edu/people/furterer.6,technology
"Gallego Perez, Daniel",https://engineering.osu.edu/people/gallegoperez.1,technology
"Ghazisaeidi, Maryam",https://engineering.osu.edu/people/ghazisaeidi.1,technology
"Gingerich, Daniel",https://engineering.osu.edu/people/gingerich.62,technology
"Goswami, Debdipta",https://engineering.osu.edu/people/goswami.78,"machine learning, control systems, data"
"Grifski, Jeremy",https://engineering.osu.edu/people/grifski.1,programming
"Groeber, Michael",https://engineering.osu.edu/people/groeber.9,"software, data"
"Guo, Zeyu",https://engineering.osu.edu/people/guo.2148,technology
"Gupta, Abhishek",https://engineering.osu.edu/people/gupta.706,"reinforcement learning, control systems"
"Guvenc, Levent",https://engineering.osu.edu/people/guvenc.1,"technology, robotics, control systems"
"Harwig, Dennis",https://engineering.osu.edu/people/harwig.4,technology
"Hereid, Ayonga",https://engineering.osu.edu/people/hereid.1,"technology, software, robotics, reinforcement learning, autonomous systems"
"Heremans, Joseph",https://engineering.osu.edu/people/heremans.1,technology
"Higuita Castro, Natalia",https://engineering.osu.edu/people/higuitacastro.1,technology
"Ho, W.S. Winston",https://engineering.osu.edu/people/ho.192,technology
"Hoelzle, David",https://engineering.osu.edu/people/hoelzle.1,robotics
"Horack, John",https://engineering.osu.edu/people/horack.1,technology
"Howard, Ayanna",https://engineering.osu.edu/people/howard.1727,robotics
"Hur, Jieun",https://engineering.osu.edu/people/hur.55,technology
"IJtsma, Martijn",https://engineering.osu.edu/people/ijtsma.1,technology
"Illindala, Mahesh",https://engineering.osu.edu/people/illindala.1,technology
"Jayakumar, Adithya",https://engineering.osu.edu/people/jayakumar.5,programming
"Jhemi, Ali",https://engineering.osu.edu/people/jhemi.1,control systems
"Joll, Ethan",https://engineering.osu.edu/people/joll.1,robotics
"Jones, Janis",https://engineering.osu.edu/people/jones.5684,"technology, software, programming, software engineering, data"
"Kahraman, Ahmet",https://engineering.osu.edu/people/kahraman.1,technology
"Kandlakunta, Praneeth",https://engineering.osu.edu/people/kandlakunta.1,technology
"Karawdeniya, Buddini Iroshika",https://engineering.osu.edu/people/karawdeniya.1,technology
"Kassas, Zak",https://engineering.osu.edu/people/kassas.2,"technology, machine learning, software, programming, robotics, deep learning, reinforcement learning, autonomous systems, control systems, signal processing, networking, data"
"Kim, Seung Hyun",https://engineering.osu.edu/people/kim.5061,technology
"Kimchi, Menachem",https://engineering.osu.edu/people/kimchi.4,technology
"Kimmel, Blaise",https://engineering.osu.edu/people/kimmel.85,control systems
"Knapik, Gregory",https://engineering.osu.edu/people/knapik.1,"machine learning, data"
"Koksal, C. Emre",https://engineering.osu.edu/people/koksal.2,"artificial intelligence, cybersecurity, data"
"Korkolis, Yannis",https://engineering.osu.edu/people/korkolis.1,technology
"Kotla, Bhavana",https://engineering.osu.edu/people/kotla.6,technology
"Kreml, Roland",https://engineering.osu.edu/people/kreml.1,"cybersecurity, networking, data"
"Krishna, Sanjay",https://engineering.osu.edu/people/krishna.53,technology
"Kumar, Mrinal",https://engineering.osu.edu/people/kumar.672,"technology, data"
"Kuzawa, Deborah",https://engineering.osu.edu/people/kuzawa.1,technology
"Lee, Kiryung",https://engineering.osu.edu/people/lee.8763,"data science, machine learning, signal processing, data"
"Leonard, Don",https://engineering.osu.edu/people/leonard.471,data
"Lin, Li-Chiang",https://engineering.osu.edu/people/lin.2645,technology
"Lin, Zhiqiang",https://engineering.osu.edu/people/lin.3021,"cybersecurity, data"
"Liu, Jia (Kevin)",https://engineering.osu.edu/people/liu.1736,"machine learning, cybersecurity, networking, data"
"Liu, Jun",https://engineering.osu.edu/people/liu.314,bioinformatics
"Liu, X. Margaret",https://engineering.osu.edu/people/liu.482,technology
"Liu, Xun",https://engineering.osu.edu/people/liu.7054,technology
"Luo, Alan",https://engineering.osu.edu/people/luo.445,technology
"MacKay, Allison",https://engineering.osu.edu/people/mackay.49,technology
"Madrid, Leon",https://engineering.osu.edu/people/madrid.1,"technology, software, programming, software engineering, mobile applications, data"
"Mallon, Michelle",https://engineering.osu.edu/people/mallon.3,"technology, computing, data"
"Marzette, Russell",https://engineering.osu.edu/people/marzette.1,technology
"Massari, Anthony",https://engineering.osu.edu/people/massari.8,technology
"Maxson, Andrew",https://engineering.osu.edu/people/maxson.32,technology
"May, Andy",https://engineering.osu.edu/people/may.561,technology
"McCrink, Matthew",https://engineering.osu.edu/people/mccrink.2,"embedded systems, data"
"Mehra, Pankaj",https://engineering.osu.edu/people/mehra.77,"software, data"
"Metzler, Sandra",https://engineering.osu.edu/people/metzler.136,"technology, data"
"Mishalani, Rabi",https://engineering.osu.edu/people/mishalani.1,data
"Morris, Jeremy",https://engineering.osu.edu/people/morris.343,"software, artificial intelligence"
"Motoyama, Yasuyuki",https://engineering.osu.edu/people/motoyama.1,technology
"Naghizadeh, Parinaz",https://engineering.osu.edu/people/naghizadeh.1,"technology, data"
"Nandi, Arnab",https://engineering.osu.edu/people/nandi.9,data
"Ning, Xia",https://engineering.osu.edu/people/ning.104,"bioinformatics, computational biology"
"Ortiz-Rosario, Alexis",https://engineering.osu.edu/people/ortiz-rosario.1,"technology, signal processing"
"Ozkan, Umit",https://engineering.osu.edu/people/ozkan.1,technology
"Panda, Dhabaleswar",https://engineering.osu.edu/people/panda.2,"computing, data science, machine learning, software, big data, deep learning, networking, data"
"Paparrizos, John",https://engineering.osu.edu/people/paparrizos.1,"data science, machine learning, artificial intelligence, data"
"Passino, Kevin",https://engineering.osu.edu/people/passino.1,technology
"Paulson, Joel",https://engineering.osu.edu/people/paulson.82,"technology, data"
"Perrault, Andrew",https://engineering.osu.edu/people/perrault.17,"machine learning, data"
"Potter, Lee",https://engineering.osu.edu/people/potter.36,signal processing
"Qin, Rongjun",https://engineering.osu.edu/people/qin.324,"computer vision, data"
"Ramirez, Antonio",https://engineering.osu.edu/people/ramirez.49,technology
"Ramnath, Rajiv",https://engineering.osu.edu/people/ramnath.6,"technology, computing, data science, software, software engineering, signal processing, networking, data"
"Reano, Ronald",https://engineering.osu.edu/people/reano.1,"technology, computing"
"Reece, Jason",https://engineering.osu.edu/people/reece.35,programming
"Reilly, Katelyn Swindle",https://engineering.osu.edu/people/reilly.198,technology
"Ritchie, Brian",https://engineering.osu.edu/people/ritchie.11,technology
"Rizzoni, Giorgio",https://engineering.osu.edu/people/rizzoni.1,"technology, robotics, control systems"
"Ross, Monique",https://engineering.osu.edu/people/ross.1982,"computing, software, software engineering"
"Roth, Curtis",https://engineering.osu.edu/people/roth.393,technology
"Roundtree, Rena",https://engineering.osu.edu/people/roundtree.262,technology
"Santana Palacios, Manuel",https://engineering.osu.edu/people/santanapalacios.1,data
"Schniter, Philip",https://engineering.osu.edu/people/schniter.1,"signal processing, networking"
"Shafieezadeh, Abdollah",https://engineering.osu.edu/people/shafieezadeh.1,"technology, reinforcement learning, data"
"Shah, Jami",https://engineering.osu.edu/people/shah.493,computing
"Shanker, Balasubramaniam",https://engineering.osu.edu/people/shanker.32,technology
"Shen, Han-Wei",https://engineering.osu.edu/people/shen.94,"computing, machine learning, data visualization, data"
"Shroff, Ness",https://engineering.osu.edu/people/shroff.11,"technology, computing, machine learning, networking"
